Date.Local,nyc.ozone.Mean,nyc.ozone.Max.Value,nyc.ozone.Max.Hour,nyc.ozone.AQI,nyc.nitrogen.Mean,nyc.nitrogen.Max.Value,nyc.nitrogen.Max.Hour,nyc.nitrogen.AQI,nyc.pm.Max.Value,nyc.pm.Max.Hour,nyc.pm.Mean,nyc.pm.AQI,nyc.temp.Mean,nyc.temp.Max.Value,nyc.temp.Max.Hour,nyc.rh.Mean,nyc.rh.Max.Value,nyc.rh.Max.Hour
8/13/13,0.036588,0.046,10,43,20.870833,46.5,1,43,NA,NA,NA,NA,73.041667,78,15,89.708333,96,5
8/14/13,0.021118,0.028,8,26,7.704167,12.1,6,11,5.3,0,5.3,22,67.416667,74,15,68.875,93,0
8/15/13,0.020706,0.035,10,32,13.3,37.4,22,35,NA,NA,NA,NA,69.541667,78,13,63,82,5
8/16/13,0.038882,0.048,10,44,18.783333,34.1,0,32,NA,NA,NA,NA,72.416667,82,12,64.708333,89,5
8/17/13,0.038882,0.053,13,49,15.533333,36.1,23,34,10.8,0,10.8,45,74.875,86,12,63.708333,83,5
8/18/13,0.036706,0.049,10,45,18.4,43.5,3,41,NA,NA,NA,NA,71.041667,77,12,76.083333,89,6
8/19/13,0.036412,0.052,10,48,17.356522,22.3,7,21,NA,NA,NA,NA,74,80,11,76.208333,89,4
8/20/13,0.033294,0.058,10,61,19.045833,54,23,51,13.1,0,13.1,53,78.333333,89,13,74.166667,93,4
8/21/13,0.046,0.076,10,119,24.741667,51,0,48,NA,NA,NA,NA,80.458333,91,13,70.958333,90,5
8/22/13,0.019529,0.031,23,29,28.579167,44.9,18,42,NA,NA,NA,NA,76.291667,79,0,88.5,94,9
8/23/13,0.024941,0.029,9,27,10.616667,17.2,5,16,8.6,0,8.6,36,74.666667,81,11,69.958333,93,5
8/24/13,0.023706,0.042,10,39,12.3625,39.4,22,37,NA,NA,NA,NA,71.083333,81,13,67.208333,87,23
8/25/13,0.038941,0.051,9,47,16.779167,36,1,34,NA,NA,NA,NA,73.791667,84,14,65.375,92,2
8/26/13,0.040824,0.048,13,44,18.690909,24.4,7,23,12.6,0,12.6,52,75.166667,81,13,73.833333,92,22
8/27/13,0.026765,0.046,10,43,15.1625,42.8,23,40,NA,NA,NA,NA,78.125,86,14,80.166667,92,6
8/28/13,0.029118,0.038,8,35,25.4,44.6,14,42,NA,NA,NA,NA,75.166667,88,10,89.125,96,23
8/29/13,0.035412,0.048,10,44,9.058333,21.3,0,20,9.3,0,9.3,39,73.208333,79,12,87.875,97,1
8/30/13,0.040118,0.053,11,49,14.733333,25.4,7,24,NA,NA,NA,NA,76.958333,85,14,81.166667,93,0
8/31/13,0.033588,0.045,10,42,14.108333,23.5,18,22,NA,NA,NA,NA,80.083333,87,14,83.25,91,4
9/1/13,0.030412,0.038,11,35,12.204167,21.8,21,20,12.1,0,12.1,51,79.041667,85,13,87.375,95,23
9/2/13,0.024294,0.035,10,32,15.108333,30.6,20,28,NA,NA,NA,NA,76.875,81,10,92.125,97,4
9/3/13,0.025118,0.035,11,32,12.669565,24.6,6,23,NA,NA,NA,NA,74.291667,81,12,80.291667,97,2
9/4/13,0.034941,0.043,11,40,11.620833,20.6,23,19,5,0,5,21,73.458333,82,14,68.625,88,5
9/5/13,0.027706,0.035,9,32,13.416667,36,6,34,NA,NA,NA,NA,71.208333,78,12,61.916667,79,5
9/6/13,0.028647,0.039,10,36,13.716667,35.5,20,33,NA,NA,NA,NA,64,73,14,59.958333,77,5
9/7/13,0.037471,0.05,10,46,20.25,38.3,21,36,6.9,0,6.9,29,69.791667,80,15,62.041667,79,4
9/8/13,0.028118,0.041,7,38,9.970833,22.8,0,21,NA,NA,NA,NA,72.25,80,12,63.708333,76,4
9/9/13,0.027,0.033,12,31,8.671429,13.5,7,12,NA,NA,NA,NA,65.458333,73,12,67.958333,83,23
9/10/13,0.037706,0.052,12,48,19.620833,29.7,19,27,15.8,0,15.8,59,78.333333,88,15,81.041667,89,5
9/11/13,0.041588,0.06,10,67,26.208333,48.8,11,45,NA,NA,NA,NA,86.083333,96,11,76.625,89,5
9/12/13,0.032294,0.039,11,36,23.725,37.2,6,35,NA,NA,NA,NA,78.708333,88,11,84.875,95,19
9/13/13,0.016824,0.022,9,20,9.4375,22.5,6,21,4.2,0,4.2,18,67.958333,76,13,82.041667,97,5
9/14/13,0.016353,0.02,9,19,7.025,14.1,20,13,NA,NA,NA,NA,59.708333,67,13,73.625,85,3
9/15/13,0.024471,0.036,10,33,13.704167,39.1,20,37,NA,NA,NA,NA,62.583333,72,13,69.583333,88,5
9/16/13,0.024941,0.031,10,29,16.330435,29.9,6,27,5.3,0,5.3,22,64.291667,73,13,78.916667,92,8
9/17/13,0.017882,0.03,9,28,12.804167,38.1,23,36,NA,NA,NA,NA,56.916667,66,13,66.166667,83,23
9/18/13,0.023,0.033,10,31,23.875,36.2,0,34,NA,NA,NA,NA,62.083333,73,13,67.208333,83,5
9/19/13,0.027059,0.05,10,46,30.4625,47.4,21,44,8,0,8,33,65.625,78,13,71.083333,92,23
9/20/13,0.042235,0.055,11,51,25.579167,44.1,9,42,NA,NA,NA,NA,68.208333,81,12,78.458333,94,5
9/21/13,0.032059,0.035,10,32,13.0125,30.4,6,28,NA,NA,NA,NA,68,77,13,90.583333,96,5
9/22/13,0.019471,0.023,7,21,6.966667,10.9,5,9,1.8,0,1.8,8,62.5,68,12,76.25,97,2
9/23/13,0.018824,0.025,9,23,8.977273,17.8,18,16,NA,NA,NA,NA,57.416667,66,14,69.708333,86,3
9/24/13,0.020824,0.026,9,24,12.754167,23.1,19,22,NA,NA,NA,NA,59.666667,73,15,67.958333,91,5
9/25/13,0.013765,0.029,9,27,19.425,43,21,41,3.8,0,3.8,16,62.291667,74,14,68.916667,89,23
9/26/13,0.013,0.024,9,22,18.183333,33.3,20,31,NA,NA,NA,NA,62,71,12,85.333333,95,5
9/27/13,0.015059,0.023,9,21,13.283333,28.4,0,26,NA,NA,NA,NA,60.916667,68,10,82.125,96,0
9/28/13,0.017059,0.031,10,29,12.683333,28.8,23,26,3.9,0,3.9,16,64.125,74,11,75.916667,95,5
9/29/13,0.020471,0.038,10,35,16.883333,34.4,23,32,NA,NA,NA,NA,62.166667,73,14,83.583333,97,5
9/30/13,0.021471,0.037,9,34,24.96087,51.3,20,48,NA,NA,NA,NA,64.125,75,13,78.333333,97,3
10/1/13,0.025765,0.042,9,39,24.219048,41.6,19,39,11.5,0,11.5,48,70.125,82,13,71.791667,90,1
10/2/13,0.030235,0.046,10,43,23.329167,38.7,7,36,NA,NA,NA,NA,73.458333,84,15,71.958333,88,3
10/3/13,0.019235,0.033,9,31,29.108333,46.3,17,43,NA,NA,NA,NA,70.291667,79,14,73.041667,94,6
10/4/13,0.027353,0.042,10,39,32.691667,50.9,7,47,19.1,0,19.1,66,72.625,86,13,81.125,94,21
10/5/13,0.035765,0.043,22,40,11.65,24.1,18,23,NA,NA,NA,NA,67.541667,76,14,90.291667,96,5
10/6/13,0.033353,0.04,7,37,7.8125,10.6,21,9,NA,NA,NA,NA,65.5,68,23,97.291667,98,6
10/7/13,0.018882,0.025,7,23,11.508333,23.1,16,22,6.8,0,6.8,28,68.333333,75,9,90.75,97,0
10/8/13,0.020235,0.026,9,24,12.683333,29,18,27,NA,NA,NA,NA,60.041667,67,13,68.041667,83,5
10/9/13,0.024294,0.029,9,27,10.833333,29.9,18,27,NA,NA,NA,NA,56.625,61,12,75.875,85,21
10/10/13,0.021294,0.023,21,21,8.686957,13.8,7,12,3.7,0,3.7,15,58,64,15,85.791667,89,7
10/11/13,0.026294,0.027,13,25,8.641667,12.8,7,11,NA,NA,NA,NA,63.5,67,14,87.166667,91,6
10/12/13,0.032059,0.036,9,33,5.558333,10.1,0,9,NA,NA,NA,NA,64.041667,72,14,70.25,88,23
10/13/13,0.028412,0.033,10,31,5.416667,11.8,19,10,6.1,0,6.1,25,58.166667,64,13,84,90,5
10/14/13,0.016824,0.03,9,28,15.7375,34.4,23,32,NA,NA,NA,NA,57.75,67,13,82.666667,95,23
10/15/13,0.024059,0.034,10,31,17.863158,32.4,0,30,NA,NA,NA,NA,60.166667,72,12,84.166667,97,2
10/16/13,0.015235,0.018,19,17,19.966667,31.5,18,29,6.5,0,6.5,27,59.875,65,11,89.791667,95,22
10/17/13,0.021824,0.024,12,22,18.3,26,7,25,NA,NA,NA,NA,66.25,76,14,88.875,95,0
10/18/13,0.017765,0.026,8,24,13.1875,24.3,18,23,NA,NA,NA,NA,63.041667,68,13,66.708333,91,0
10/19/13,0.026647,0.031,11,29,20.7625,42.6,9,40,9.7,0,9.7,40,58.125,64,11,77.166667,90,23
10/20/13,0.022059,0.031,9,29,12.033333,26.1,19,25,NA,NA,NA,NA,57.25,63,13,63.375,85,0
10/21/13,0.030941,0.034,11,31,20.258333,41.9,7,39,NA,NA,NA,NA,59.041667,68,13,61.5,78,23
10/22/13,0.015353,0.022,8,20,22.8625,43.6,6,41,7.6,0,7.6,32,58.75,66,11,75.208333,90,4
10/23/13,0.017765,0.019,14,18,16.858333,29.1,6,27,NA,NA,NA,NA,48.916667,56,14,74.125,91,1
10/24/13,0.016353,0.023,8,21,14.475,24.1,6,23,NA,NA,NA,NA,47.416667,54,13,64.041667,85,5
10/25/13,0.010706,0.021,9,19,18.458333,29,20,27,5.3,0,5.3,22,47.125,52,13,65.291667,79,5
10/26/13,0.022706,0.029,11,27,19.604167,27.9,5,25,NA,NA,NA,NA,49.625,56,14,61.458333,81,4
10/27/13,0.014059,0.025,9,23,15.9625,25.4,5,24,NA,NA,NA,NA,52.375,59,13,56.166667,66,23
10/28/13,0.014059,0.02,9,19,22.254545,31.9,7,29,7.9,0,7.9,33,52.083333,62,14,60.958333,78,3
10/29/13,0.007059,0.017,7,16,16.520833,31.4,21,29,NA,NA,NA,NA,48.625,57,14,62.458333,78,21
10/30/13,0.001765,0.003,7,3,37.318182,46.7,14,43,NA,NA,NA,NA,51.954545,59,14,83.136364,95,23
10/31/13,0.025882,0.028,17,26,26.216667,38.1,0,36,17.7,0,17.7,63,58.5,64,11,93.333333,97,1
11/1/13,0.016412,0.028,7,26,20.483333,33.6,21,31,NA,NA,NA,NA,65.833333,69,5,84.25,96,1
11/2/13,0.020765,0.027,10,25,19.691667,27.3,0,25,NA,NA,NA,NA,59.791667,69,12,71.708333,91,0
11/3/13,0.020706,0.025,22,23,9.408333,14.3,1,13,3.8,0,3.8,16,45.541667,53,0,70.958333,87,4
11/4/13,0.015059,0.028,8,26,15.308696,28.9,20,26,NA,NA,NA,NA,39.958333,48,13,53.75,69,23
11/5/13,0.015118,0.029,9,27,25.6625,42.3,22,40,NA,NA,NA,NA,47.083333,54,13,75.083333,86,6
11/6/13,0.022059,0.033,9,31,24.279167,46.4,8,43,6,0,6,25,53.833333,61,14,84.333333,97,6
11/7/13,0.014176,0.017,14,16,20.141667,29.4,8,27,NA,NA,NA,NA,55,63,8,86.75,94,4
11/8/13,0.018412,0.022,9,20,15.729167,23.8,6,22,NA,NA,NA,NA,44.375,48,11,64.25,80,6
11/9/13,0.019529,0.021,9,19,18.554167,28.1,6,26,5.9,0,5.9,25,44.958333,50,14,62.541667,77,6
11/10/13,0.024059,0.028,21,26,15.566667,30.7,6,28,NA,NA,NA,NA,49.875,59,11,64.666667,78,14
11/11/13,0.014824,0.023,7,21,17.529167,30.3,18,28,NA,NA,NA,NA,48.708333,53,17,55.791667,61,6
11/12/13,0.019353,0.021,23,19,13.542857,20.7,0,19,5,0,5,21,38.958333,51,0,67,93,6
11/13/13,0.014529,0.025,8,23,16.475,31.4,21,29,NA,NA,NA,NA,34.375,40,14,57.125,74,2
11/14/13,0.007824,0.017,8,16,27.833333,43.7,20,41,NA,NA,NA,NA,43.583333,52,14,48.333333,69,4
11/15/13,0.003706,0.008,8,7,43.308333,52.6,18,49,18.2,0,18.2,64,50.291667,57,12,50.833333,68,17
11/16/13,0.012176,0.024,11,22,35.545833,46.4,9,43,NA,NA,NA,NA,51.75,61,12,76.708333,97,22
11/17/13,0.013176,0.02,23,19,24.6375,35.5,0,33,NA,NA,NA,NA,54.291667,59,15,97.208333,99,17
11/18/13,0.023882,0.028,9,26,16.421739,31.1,8,29,4,0,4,17,59.458333,66,13,63.125,99,1
11/19/13,0.027118,0.03,9,28,9.054167,15.6,21,14,NA,NA,NA,NA,43.541667,50,0,58.541667,70,23
11/20/13,0.010588,0.024,7,22,20.525,33.9,23,31,NA,NA,NA,NA,37.291667,46,14,57.083333,76,3
11/21/13,0.014412,0.016,8,15,25.841667,34,22,32,6,0,6,25,43.541667,52,13,69.666667,85,21
11/22/13,0.006353,0.015,23,14,30.141667,41,6,39,NA,NA,NA,NA,53.291667,56,14,87.208333,95,9
11/23/13,0.023412,0.026,20,24,9.6125,17.5,0,16,NA,NA,NA,NA,41.875,53,0,61.583333,88,0
11/24/13,0.024706,0.029,7,27,8.866667,14.3,19,13,3,0,3,13,26.5,30,0,49.208333,58,6
11/25/13,0.010235,0.02,7,19,22.185714,36.1,18,34,NA,NA,NA,NA,30.041667,37,14,57,69,4
11/26/13,0.012235,0.032,23,30,30.241667,42.6,13,40,NA,NA,NA,NA,37.75,46,23,73.208333,98,20
11/27/13,0.016588,0.022,21,20,13.804167,35.8,7,33,3.5,0,3.5,15,47.333333,60,4,91.208333,97,0
11/28/13,0.021235,0.029,8,27,11.8125,25.2,20,24,NA,NA,NA,NA,32.583333,35,13,56.375,70,6
11/29/13,0.019294,0.023,9,21,16.833333,24.5,6,23,NA,NA,NA,NA,33.833333,38,12,61.875,72,7
11/30/13,0.015941,0.025,8,23,17.633333,33.9,23,31,6,0,6,25,32.291667,38,23,68.833333,82,22
12/1/13,0.006765,0.015,8,14,30.908333,40.4,20,38,NA,NA,NA,NA,43.291667,49,14,74.916667,90,7
12/2/13,0.001588,0.003,7,3,30.077273,35,0,33,NA,NA,NA,NA,42.625,47,13,88.875,97,23
12/3/13,0.003706,0.008,8,7,30.391667,46.2,17,43,28.7,0,28.7,86,43.625,54,14,83.625,97,0
12/4/13,0.001824,0.004,7,4,29.7875,38,13,36,NA,NA,NA,NA,44.625,52,13,83.958333,93,2
12/5/13,0.001824,0.004,8,4,32.954167,44.5,18,42,NA,NA,NA,NA,51.875,57,14,96.375,99,10
12/6/13,0.012176,0.022,21,20,19.054167,25.1,0,24,6.9,0,6.9,29,46.5,55,1,95.791667,98,0
12/7/13,0.020706,0.023,9,21,14.254167,22.9,17,21,NA,NA,NA,NA,37,41,14,77.333333,96,3
12/8/13,0.016765,0.023,9,21,14.916667,25.4,22,24,NA,NA,NA,NA,30.5,33,14,75.958333,96,23
12/9/13,0.003118,0.008,7,7,23.82381,32.3,16,30,9.7,0,9.7,40,35.041667,39,17,96.541667,98,5
12/10/13,0.011353,0.017,21,16,26.333333,29.9,8,27,NA,NA,NA,NA,34,37,0,90.291667,98,9
12/11/13,0.014471,0.019,8,18,23.341667,34,19,32,NA,NA,NA,NA,30.541667,34,13,66.375,73,6
12/12/13,0.017529,0.025,7,23,16.908333,25.6,18,24,7.4,0,7.4,31,25.958333,29,0,57.583333,74,3
12/13/13,0.010059,0.017,9,16,26.775,35.3,21,33,NA,NA,NA,NA,30.25,36,14,57.958333,61,20
12/14/13,0.017412,0.021,23,19,18.258333,28.1,1,26,NA,NA,NA,NA,24.625,33,0,89.291667,99,22
12/15/13,0.013529,0.016,8,15,18.2,27.3,18,25,8.1,0,8.1,34,35.125,39,14,88.208333,100,0
12/16/13,0.011882,0.022,9,20,21.7,36.5,21,34,NA,NA,NA,NA,29.333333,33,0,60.5,78,2
12/17/13,0.006176,0.01,7,9,27.2125,34.4,5,32,NA,NA,NA,NA,26.083333,30,12,86.958333,98,13
12/18/13,0.009529,0.016,9,15,25.275,34.1,22,32,15.7,0,15.7,59,31,39,14,77.541667,92,0
12/19/13,0.003059,0.007,7,6,39.516667,48.9,18,45,NA,NA,NA,NA,38.833333,45,21,70.041667,79,6
12/20/13,0.002059,0.004,7,4,47.85,57.5,8,54,NA,NA,NA,NA,46.583333,52,18,72.458333,88,7
12/21/13,0.005824,0.011,8,10,36.175,51.2,19,48,18.9,0,18.9,65,55.291667,62,14,86,92,4
12/22/13,0.013118,0.015,13,14,22.595833,33.7,0,31,NA,NA,NA,NA,61.208333,69,11,89.5,97,6
12/23/13,0.009824,0.025,23,23,23.195238,40.4,9,38,NA,NA,NA,NA,54.791667,63,0,94,98,9
12/24/13,0.022882,0.026,20,24,11.154167,21.7,18,20,6,0,6,25,35.5,41,0,70.75,93,19
12/25/13,0.013059,0.026,7,24,14.3875,31.6,20,29,NA,NA,NA,NA,25.125,29,14,61.541667,73,23
12/26/13,0.007588,0.011,9,10,29.95,36.2,10,34,NA,NA,NA,NA,32.833333,36,14,78.375,83,6
12/27/13,0.007176,0.015,8,14,28.345833,35.6,18,33,13.2,0,13.2,53,36.125,40,16,67.708333,78,0
12/28/13,0.010176,0.02,10,19,33.975,44.8,19,42,NA,NA,NA,NA,45.125,55,15,59.166667,74,1
12/29/13,0.017176,0.026,19,24,28.7625,41.3,7,39,NA,NA,NA,NA,44,48,0,79.75,99,16
12/30/13,0.022471,0.025,16,23,19.25,39.3,6,37,6.7,0,6.7,28,36.375,44,9,77.083333,91,2
12/31/13,0.01125,0.016,18,15,21.491304,36.4,10,34,NA,NA,NA,NA,26.75,32,15,68.041667,82,16
1/1/14,0.010294,0.016,7,15,20.854167,30.6,19,28,NA,NA,NA,NA,29.208333,33,15,66.333333,73,19
1/2/14,0.019882,0.021,16,19,15.254167,19.6,0,18,9.7,0,9.7,40,25.791667,31,0,89.708333,97,20
1/3/14,0.023647,0.028,9,26,14.416667,20.9,22,19,NA,NA,NA,NA,13.75,19,12,76.75,96,0
1/4/14,0.006588,0.014,8,13,36.583333,49,9,46,NA,NA,NA,NA,20.25,28,14,63.875,79,7
1/5/14,0.005588,0.018,23,17,43.008333,57.3,10,54,27.2,0,27.2,83,31.083333,40,23,92.666667,100,22
1/6/14,0.018647,0.025,21,23,19.890476,30.6,8,28,NA,NA,NA,NA,43.125,52,1,83.75,99,0
1/7/14,0.017235,0.024,7,22,15.5875,22.9,18,21,NA,NA,NA,NA,9.791667,18,0,52.041667,60,23
1/8/14,0.008824,0.018,8,17,24.2375,32.4,20,30,13.1,0,13.1,53,16.416667,23,15,58.375,68,6
1/9/14,0.006118,0.016,8,15,30.2125,43.9,20,41,NA,NA,NA,NA,27.75,35,14,60.791667,74,6
1/10/14,0.001176,0.002,7,2,37.808333,43.8,14,41,NA,NA,NA,NA,32.458333,36,23,89.708333,99,20
1/11/14,0.012412,0.019,7,18,26.808333,37.8,6,35,8.6,0,8.6,36,49.375,56,18,98.25,100,4
1/12/14,0.013765,0.022,7,20,14.654167,24.6,18,23,NA,NA,NA,NA,44.583333,53,0,70.458333,94,0
1/13/14,0.009824,0.016,10,15,30.795455,43.7,7,41,NA,NA,NA,NA,43.583333,50,12,80.166667,89,7
1/14/14,0.002941,0.005,18,5,34.045833,41.2,11,39,12,0,12,50,46.291667,48,12,93.875,97,9
1/15/14,0.004235,0.007,8,6,29.35,46.1,8,43,NA,NA,NA,NA,42.208333,47,12,92.166667,98,22
1/16/14,0.007412,0.012,7,11,21.404167,33.4,1,31,NA,NA,NA,NA,38.083333,41,0,86.166667,98,0
1/17/14,0.005176,0.013,9,12,30.470833,43.8,8,41,17.3,0,17.3,62,39.458333,47,13,73.666667,91,1
1/18/14,0.013824,0.016,13,15,22.691667,36.8,0,34,NA,NA,NA,NA,35.318182,39,0,77.590909,97,10
1/19/14,0.012353,0.016,8,15,18.525,29.7,20,27,NA,NA,NA,NA,30.833333,37,20,58.625,66,0
1/20/14,0.017765,0.028,22,26,23.275,35.2,8,33,11.2,0,11.2,47,39.375,45,14,52.625,62,20
1/21/14,0.022941,0.024,21,22,15.225,20.4,17,19,NA,NA,NA,NA,18.833333,30,0,70.458333,87,18
1/24/14,0.017353,0.028,7,26,21.4875,35.7,22,33,NA,NA,NA,NA,15.291667,20,15,46.208333,55,0
1/25/14,0.011235,0.019,23,18,26.6,37.8,16,35,NA,NA,NA,NA,23.809524,27,12,63.952381,88,16
1/26/14,0.015,0.029,7,27,22.45,42.1,21,40,8.5,0,8.5,35,22.458333,32,23,49.833333,75,0
1/27/14,0.025294,0.03,19,28,30.0125,51.3,7,48,NA,NA,NA,NA,32.291667,43,12,51.958333,76,4
1/28/14,0.019118,0.027,7,25,16.120833,25.3,20,24,NA,NA,NA,NA,16.291667,20,0,34.375,47,7
1/29/14,0.014353,0.025,9,23,23.854167,34.3,23,32,12.9,0,12.9,53,17.958333,24,15,48.583333,83,2
1/30/14,0.007765,0.014,8,13,36.7125,43.1,17,41,NA,NA,NA,NA,23.041667,30,14,44,58,22
1/31/14,0.004824,0.01,8,9,40.570833,47.3,18,44,NA,NA,NA,NA,33.166667,39,15,42.208333,50,3
2/1/14,0.006824,0.014,10,13,42.270833,55.4,9,52,27.6,0,27.6,84,38.791667,45,12,52.166667,80,23
2/2/14,0.010294,0.011,9,10,39.483333,50.3,3,47,NA,NA,NA,NA,43.75,54,14,70,90,6
2/3/14,0.015235,0.017,9,16,23.333333,33.6,22,31,NA,NA,NA,NA,32.333333,41,0,90.25,95,9
2/4/14,0.010176,0.022,8,20,31.041667,51.4,18,48,15.2,0,15.2,58,29.791667,36,13,73.125,85,0
2/5/14,0.017882,0.024,7,22,23.041667,38.1,1,36,NA,NA,NA,NA,31.166667,33,13,93.25,96,12
2/6/14,0.017176,0.028,9,26,21.25,40.9,22,38,NA,NA,NA,NA,26.541667,29,0,70.291667,85,0
2/7/14,0.020471,0.028,8,26,26.242857,36,18,34,17.1,0,17.1,62,28.25,33,14,57.375,68,1
2/8/14,0.015941,0.028,7,26,25.7375,40.8,19,38,NA,NA,NA,NA,25.833333,29,15,40.583333,51,22
2/9/14,0.012529,0.028,8,26,28.820833,47.1,19,44,NA,NA,NA,NA,25.5,31,13,58.041667,91,20
2/10/14,0.027706,0.035,9,32,21.613043,30.4,19,28,18.7,0,18.7,65,24.75,28,13,55.916667,82,0
2/11/14,0.023588,0.033,9,31,18.733333,29.4,6,27,NA,NA,NA,NA,20.875,26,16,49.958333,61,5
2/12/14,0.014824,0.026,8,24,22.825,35.8,17,33,NA,NA,NA,NA,19.208333,24,23,55.583333,72,23
2/13/14,0.023882,0.028,7,26,18.2875,35.1,0,33,6.4,0,6.4,27,31.791667,36,15,92.772727,96,8
2/14/14,0.017059,0.033,8,31,22.6,46.2,23,43,NA,NA,NA,NA,36.083333,40,12,72.083333,97,2
2/15/14,0.029529,0.035,20,32,28.616667,50.9,4,47,NA,NA,NA,NA,33.416667,38,13,74.875,95,18
2/16/14,0.029824,0.033,8,31,13.491667,19.1,16,18,8.6,0,8.6,36,24.958333,29,14,55.791667,67,20
2/17/14,0.018765,0.034,8,31,19.916667,47.1,20,44,NA,NA,NA,NA,24.791667,33,15,42.208333,63,4
2/18/14,0.011588,0.018,10,17,33.840909,43.4,23,41,NA,NA,NA,NA,32.375,39,15,70.916667,94,10
2/19/14,0.012176,0.027,22,25,44.991667,60.4,18,57,28.1,0,28.1,85,37.875,44,15,79.75,94,13
2/20/14,0.014765,0.025,23,23,36.295833,51.4,14,48,NA,NA,NA,NA,42.375,51,14,60.333333,93,23
2/21/14,0.006706,0.023,7,21,27.475,45.4,23,42,NA,NA,NA,NA,39.541667,47,18,92.458333,98,15
2/22/14,0.018471,0.029,10,27,33.833333,48.5,21,45,10.2,0,10.2,43,47.333333,55,15,47.916667,78,1
2/23/14,0.030353,0.037,9,34,26.408333,43.4,18,41,NA,NA,NA,NA,48.666667,54,13,46.666667,64,6
2/24/14,0.033588,0.038,8,35,12.9,18.4,19,17,NA,NA,NA,NA,35.416667,44,0,41.791667,57,0
2/25/14,0.024941,0.028,11,26,18.8125,33.7,8,31,10,0,10,42,27.458333,32,14,48.583333,56,6
2/26/14,0.024,0.031,13,29,21.154167,32.9,10,30,NA,NA,NA,NA,25.666667,30,14,49.166667,87,10
2/27/14,0.028294,0.032,19,30,25.425,47.8,7,44,NA,NA,NA,NA,23.083333,31,14,40.958333,55,6
2/28/14,0.019647,0.034,9,31,17.429167,43.6,23,41,7.3,0,7.3,30,16.583333,24,16,35.708333,44,6
3/1/14,0.011471,0.024,9,22,37.870833,49.6,6,46,NA,NA,NA,NA,29.416667,37,14,NA,NA,NA
3/2/14,0.025941,0.033,19,31,29.579167,45.6,0,42,NA,NA,NA,NA,36.541667,39,12,NA,NA,NA
3/3/14,0.022824,0.029,7,27,18.331818,31.5,18,29,8,0,8,33,21.708333,30,0,NA,NA,NA
3/4/14,0.007765,0.02,7,19,30.245833,52.5,19,49,NA,NA,NA,NA,21.875,29,15,NA,NA,NA
3/5/14,0.022824,0.031,20,29,30.779167,45.5,8,42,NA,NA,NA,NA,30.666667,37,12,NA,NA,NA
3/6/14,0.026412,0.034,9,31,15.633333,23.9,20,22,7.3,0,7.3,30,23.458333,31,15,NA,NA,NA
3/7/14,0.017882,0.027,7,25,23.1625,39.8,18,37,NA,NA,NA,NA,31,36,19,NA,NA,NA
3/8/14,0.038353,0.041,12,38,23.129167,38.9,6,36,NA,NA,NA,NA,44.833333,56,14,NA,NA,NA
3/9/14,0.036235,0.045,8,42,13.358333,23.4,20,22,11.9,0,11.9,50,39.5,42,0,NA,NA,NA
3/10/14,0.015471,0.029,10,27,33.104348,54.2,20,51,NA,NA,NA,NA,42.833333,50,15,NA,NA,NA
3/11/14,0.022059,0.044,10,41,34.429167,60.7,23,57,NA,NA,NA,NA,55.291667,65,14,NA,NA,NA
3/12/14,0.024765,0.032,22,30,32.770833,57.3,0,54,20.2,0,20.2,68,47.166667,53,0,NA,NA,NA
3/13/14,0.030824,0.033,8,31,8.929167,13.2,22,12,NA,NA,NA,NA,22.666667,30,0,NA,NA,NA
3/14/14,0.016471,0.025,11,23,28.508333,45.6,23,42,NA,NA,NA,NA,33.208333,43,14,NA,NA,NA
3/15/14,0.036235,0.041,10,38,21.7625,47.3,0,44,8.5,0,8.5,35,49.833333,56,10,NA,NA,NA
3/16/14,0.034294,0.038,8,35,8.4125,15.1,21,14,NA,NA,NA,NA,33.291667,41,0,NA,NA,NA
3/17/14,0.018294,0.03,11,28,15.833333,37.8,20,35,NA,NA,NA,NA,27.625,32,15,NA,NA,NA
3/18/14,0.031294,0.038,10,35,20.529167,39.9,0,37,6.7,0,6.7,28,32.458333,40,14,NA,NA,NA
3/19/14,0.024588,0.032,8,30,16.575,30.6,5,28,NA,NA,NA,NA,35.875,41,23,NA,NA,NA
3/20/14,0.032529,0.036,11,33,18.65,37.1,5,35,NA,NA,NA,NA,45.666667,53,13,NA,NA,NA
3/21/14,0.030235,0.042,8,39,14.708333,33.7,23,31,7,0,7,29,43.5,50,15,NA,NA,NA
3/22/14,0.039176,0.043,12,40,19.345833,43,0,41,NA,NA,NA,NA,48.791667,63,15,NA,NA,NA
3/23/14,0.032118,0.037,7,34,8.45,11.8,5,10,NA,NA,NA,NA,37.208333,41,0,NA,NA,NA
3/24/14,0.027765,0.034,8,31,10.308696,18.8,6,17,4.8,0,4.8,20,27.166667,34,15,NA,NA,NA
3/25/14,0.031647,0.035,10,32,17.991667,42.1,5,40,NA,NA,NA,NA,32.25,38,13,NA,NA,NA
3/26/14,0.034824,0.042,8,39,11.2,22.7,5,21,NA,NA,NA,NA,31.208333,34,11,NA,NA,NA
3/27/14,0.024765,0.027,7,25,20.5,31,20,29,10.4,0,10.4,43,32.708333,42,14,NA,NA,NA
3/28/14,0.005765,0.013,7,12,42.895833,55,22,52,NA,NA,NA,NA,48.041667,54,22,NA,NA,NA
