,ozone,discover,clothes,ozone.1,headache,smoke,cough,chest pain,ozone.2,shoes,lung cancer,traffic,copd,ozone.3,code red,haze,shortness of breath,inhaler,ozone.4,air pollution,coughing,respiratory infection,smog,ozone.5,power plants,lung disease,arrhythmia,code orange,ozone.6,sulfate,no2,heart murmur,chest tightness,ozone.7,cardiovascular disease,irregular heartbeat,o3,snoring,ozone.8,tailpipe,organic carbon,nitrogen dioxide,rapid heart rate,ozone.9,asthma,rapid breathing,inhaler use,bronchitis,ozone.10,difficulty breathing,soot,throat irritation,chronic obstructive pulmonary disease,ozone.11,wheezing,air pollutant,wildfires,respiratory illness,ozone.12,premature death,bronchiolitis,black carbon,smoggy,ozone.13,asthma attack,particulate matter,pm2.5,air pollution alert,ozone.14,childhood asthma,elemental carbon,fine inhalable particles,fine particles,ozone.15,fine particulates,industrial pollution,lung irritation,n02,ozone.16,nitrogen oxides,oxides of nitrogen,traffic emission,particle pollution,ozone.17,particulate matter pollution,pediatric asthma,pm5,rapid pulse,ozone.18,traffic exposure
2008-06-12,5.601063829787234,30.08969696969697,54.62492326580725,12.761904761904763,14.547619047619047,33.20820189274447,27.998556738228398,24.594427244582043,2.6538461538461537,54.407565263718695,4.696969696969697,15.919655667144907,0.0,20.55956678700361,0.0,66.96845425867508,19.0125,0.0,22.107692307692307,18.857142857142858,0.0,0.0,20.164588528678305,20.563131313131315,0.0,0.0,0.0,0.0,19.833333333333336,0.0,0.0,0.0,0.0,20.615384615384613,20.952380952380953,0.0,0.0,0.0,21.28888888888889,0.0,0.0,0.0,0.0,23.002824858757062,31.25581395348837,0.0,,0.0,20.615384615384613,0.0,0.0,,0.0,19.175084175084177,0.0,,17.789256198347108,,22.107692307692307,,0.0,,,22.107692307692307,0.0,,0.0,,22.107692307692307,,,,,20.563131313131315,,,,,20.563131313131315,,,,,19.851851851851855,,,,,19.175084175084177,
2008-06-11,0.0,17.63878787878788,39.01780233271946,0.0,20.609126984126984,45.80441640378548,0.0,12.831875084129763,0.0,56.13478955780501,0.0,14.24390243902439,0.0,0.0,0.0,21.89353312302839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.840909090909093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17.66751398068124,0.0,0.0,0.0,,0.0,0.0,0.0,,17.789256198347108,,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,
2008-06-10,0.0,32.164848484848484,57.55125844076121,0.0,13.335317460317459,25.192429022082013,38.49801551506405,23.525104320904564,0.0,42.316995205114544,4.696969696969697,18.43328550932568,1.8168498168498168,0.0,0.0,21.89353312302839,19.0125,21.184035476718403,0.0,0.0,27.005395683453237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.533834586466167,0.0,0.0,26.18181818181818,0.0,0.0,0.0,0.0,23.1496062992126,0.0,0.0,0.0,0.0,0.0,0.0,30.005581395348834,0.0,,17.66751398068124,0.0,0.0,22.905882352941177,,0.0,0.0,15.495495495495495,,16.94214876033058,,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,
2008-06-09,10.268617021276597,25.93939393939394,30.238796807857582,23.396825396825395,26.670634920634917,25.192429022082013,39.66462204582356,18.17848970251716,4.423076923076923,51.81672882258923,1.878787878787879,15.081779053084649,0.0,39.90974729241878,0.0,32.19637223974763,0.0,19.93791574279379,42.205594405594404,0.0,25.777877697841728,0.0,19.24801632282929,29.375901875901878,18.72340425531915,0.0,0.0,0.0,28.333333333333336,18.533834586466167,0.0,0.0,0.0,39.35664335664335,0.0,0.0,0.0,23.1496062992126,30.412698412698415,0.0,0.0,0.0,0.0,41.94632768361582,20.003720930232557,0.0,,17.66751398068124,39.35664335664335,0.0,0.0,,0.0,27.392977392977397,0.0,,0.0,,42.205594405594404,,0.0,,,42.205594405594404,0.0,,0.0,,42.205594405594404,,,,,29.375901875901878,,,,,29.375901875901878,,,,,28.35978835978836,,,,,27.392977392977397,
2008-06-08,0.0,19.713939393939395,70.23204419889504,0.0,0.0,54.96529968454257,0.0,0.0,0.0,56.13478955780501,3.757575757575758,16.757532281205165,0.0,0.0,37.21630094043887,36.05993690851735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75627906976744,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,
2008-06-07,8.40159574468085,38.39030303030303,49.74769797421732,20.206349206349206,23.033730158730158,42.36908517350157,22.165524084430814,39.564948176066764,3.5384615384615383,51.81672882258923,0.0,31.839311334289814,0.0,32.65342960288809,35.8871473354232,34.77208201892744,0.0,0.0,35.17132867132867,0.0,42.96312949640288,0.0,0.0,33.29268879268879,0.0,0.0,0.0,36.98051948051948,32.111111111111114,31.507518796992485,0.0,0.0,0.0,32.79720279720279,0.0,0.0,35.416666666666664,38.58267716535433,34.46772486772487,0.0,0.0,0.0,0.0,35.18079096045198,0.0,0.0,,0.0,32.79720279720279,0.0,0.0,,0.0,31.045374378707717,0.0,,0.0,,35.17132867132867,,0.0,,,35.17132867132867,0.0,,0.0,,35.17132867132867,,,,,33.29268879268879,,,,,33.29268879268879,,,,,32.14109347442681,,,,,31.045374378707717,
2008-06-06,5.601063829787234,15.563636363636364,52.67403314917127,12.761904761904763,21.82142857142857,27.482649842271286,13.999278369114199,0.0,2.6538461538461537,52.68034096963239,0.0,21.784791965566715,0.0,21.768953068592058,0.0,23.181388012618296,0.0,0.0,23.112587412587413,0.0,56.4658273381295,0.0,21.08116073452732,21.542328042328045,20.595744680851062,0.0,0.0,0.0,20.77777777777778,20.387218045112782,0.0,0.0,0.0,21.55244755244755,0.0,0.0,0.0,25.35433070866142,22.302645502645504,0.0,0.0,32.45,0.0,23.002824858757062,21.25395348837209,0.0,,0.0,21.55244755244755,0.0,0.0,,0.0,20.088183421516757,0.0,,0.0,,23.112587412587413,,0.0,,,23.112587412587413,0.0,,0.0,,23.112587412587413,,,,,21.542328042328045,,,,,21.542328042328045,,,,,20.797178130511465,,,,,20.088183421516757,
2008-06-05,5.601063829787234,33.20242424242424,22.43523634131369,11.698412698412698,13.335317460317459,59.545741324921124,12.832671838354683,11.762552160452282,1.7692307692307692,42.316995205114544,0.0,13.406025824964132,1.8168498168498168,20.55956678700361,0.0,21.89353312302839,0.0,0.0,22.107692307692307,0.0,0.0,0.0,20.164588528678305,20.563131313131315,0.0,0.0,0.0,0.0,19.833333333333336,19.460526315789476,0.0,20.783505154639176,0.0,20.615384615384613,0.0,0.0,0.0,0.0,21.28888888888889,0.0,0.0,0.0,0.0,21.649717514124294,81.26511627906976,0.0,,17.66751398068124,20.615384615384613,0.0,0.0,,0.0,19.175084175084177,0.0,,0.0,,22.107692307692307,,0.0,,,22.107692307692307,0.0,,0.0,,22.107692307692307,,,,,20.563131313131315,,,,,20.563131313131315,,,,,19.851851851851855,,,,,19.175084175084177,
2008-06-04,0.0,17.63878787878788,46.821362799263355,0.0,13.335317460317459,38.93375394321766,0.0,0.0,0.0,49.22589238145977,1.878787878787879,20.1090387374462,0.0,0.0,0.0,42.49921135646688,0.0,0.0,0.0,0.0,25.777877697841728,0.0,0.0,19.583934583934585,0.0,0.0,0.0,0.0,18.88888888888889,0.0,0.0,0.0,26.18181818181818,0.0,0.0,0.0,21.25,0.0,20.27513227513228,0.0,0.0,0.0,0.0,0.0,30.005581395348834,0.0,,0.0,0.0,0.0,21.864705882352943,,0.0,18.261984928651597,15.495495495495495,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,,,,,19.583934583934585,,,,,19.583934583934585,,,,,18.90652557319224,,,,,18.261984928651597,
2008-06-03,5.601063829787234,40.46545454545455,56.57581338244322,11.698412698412698,20.609126984126984,44.65930599369084,25.665343676709366,0.0,1.7692307692307692,44.04421949920085,0.0,15.919655667144907,1.8168498168498168,19.350180505415164,0.0,0.0,0.0,0.0,21.102797202797202,0.0,25.777877697841728,0.0,0.0,19.583934583934585,0.0,0.0,24.871194379391103,0.0,18.88888888888889,0.0,0.0,0.0,0.0,19.678321678321677,0.0,0.0,0.0,0.0,20.27513227513228,0.0,0.0,0.0,0.0,21.649717514124294,58.76093023255814,0.0,,17.66751398068124,19.678321678321677,0.0,0.0,,0.0,18.261984928651597,15.495495495495495,,0.0,,21.102797202797202,,0.0,,,21.102797202797202,0.0,,0.0,,21.102797202797202,,,,,19.583934583934585,,,,,19.583934583934585,,,,,18.90652557319224,,,,,18.261984928651597,
2008-06-02,10.268617021276597,31.12727272727273,56.57581338244322,23.396825396825395,13.335317460317459,50.38485804416403,12.832671838354683,35.28765648135685,4.423076923076923,52.68034096963239,6.575757575757576,15.919655667144907,1.8168498168498168,38.70036101083033,0.0,20.605678233438486,0.0,19.93791574279379,42.205594405594404,18.0,0.0,0.0,19.24801632282929,0.0,0.0,0.0,0.0,21.753246753246756,0.0,18.533834586466167,0.0,0.0,0.0,39.35664335664335,0.0,0.0,0.0,0.0,39.53650793650794,0.0,0.0,0.0,0.0,41.94632768361582,48.75906976744186,0.0,,0.0,39.35664335664335,0.0,0.0,,0.0,0.0,0.0,,0.0,,42.205594405594404,,0.0,,,42.205594405594404,0.0,,0.0,,42.205594405594404,,,,,0.0,,,,,0.0,,,,,36.86772486772487,,,,,0.0,
2008-06-01,0.0,53.95393939393939,86.8146101903008,0.0,0.0,75.57728706624604,44.33104816886163,20.317135549872123,0.0,67.36174746936601,0.0,15.081779053084649,0.0,0.0,0.0,0.0,0.0,34.891352549889135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.28103044496487,0.0,0.0,0.0,0.0,0.0,44.50909090909091,0.0,0.0,35.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.26232558139534,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,
2008-05-31,17.736702127659576,23.864242424242423,45.84591774094537,40.41269841269841,0.0,74.4321766561514,22.165524084430814,39.564948176066764,7.076923076923077,63.90729888119339,3.757575757575758,16.757532281205165,0.0,66.51624548736463,37.21630094043887,34.77208201892744,31.314705882352943,0.0,71.34755244755245,30.857142857142854,0.0,0.0,0.0,66.58537758537759,0.0,0.0,0.0,0.0,64.22222222222223,0.0,0.0,33.649484536082475,0.0,66.53146853146852,0.0,0.0,0.0,0.0,68.93544973544974,0.0,0.0,0.0,0.0,71.71468926553672,66.26232558139534,0.0,,28.709710218607015,66.53146853146852,0.0,0.0,,0.0,62.09074875741543,0.0,,0.0,,71.34755244755245,,0.0,,,71.34755244755245,0.0,,0.0,,71.34755244755245,,,,,66.58537758537759,,,,,66.58537758537759,,,,,64.28218694885362,,,,,62.09074875741543,
2008-05-30,0.0,18.676363636363636,32.18968692449356,0.0,21.82142857142857,34.35331230283911,20.998917553671298,12.831875084129763,0.0,47.49866808737347,2.8181818181818183,15.081779053084649,2.7252747252747254,0.0,23.924764890282134,23.181388012618296,0.0,0.0,0.0,0.0,28.23291366906475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.387218045112782,0.0,0.0,0.0,0.0,0.0,0.0,23.273809523809522,0.0,0.0,0.0,0.0,0.0,21.710526315789476,0.0,53.76,0.0,,0.0,0.0,23.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,
2008-05-29,0.0,25.93939393939394,46.821362799263355,0.0,20.609126984126984,58.400630914826486,0.0,23.525104320904564,0.0,34.54448588172616,0.0,11.730272596843616,0.0,0.0,0.0,21.89353312302839,0.0,0.0,0.0,0.0,51.555755395683455,0.0,0.0,0.0,18.72340425531915,0.0,0.0,44.59415584415585,0.0,18.533834586466167,0.0,0.0,0.0,0.0,20.952380952380953,22.523809523809522,0.0,24.251968503937007,0.0,0.0,0.0,0.0,0.0,0.0,60.01116279069767,0.0,,17.66751398068124,0.0,0.0,0.0,,0.0,0.0,15.495495495495495,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,
2008-05-28,5.601063829787234,34.24,51.698588090853285,11.698412698412698,40.00595238095238,57.25552050473185,25.665343676709366,23.525104320904564,1.7692307692307692,63.043686734150235,1.878787878787879,20.946915351506455,1.8168498168498168,19.350180505415164,0.0,0.0,17.894117647058824,0.0,21.102797202797202,27.428571428571427,0.0,0.0,0.0,0.0,0.0,21.200000000000003,0.0,0.0,0.0,0.0,30.333333333333332,0.0,0.0,19.678321678321677,20.0,0.0,0.0,0.0,20.27513227513228,0.0,0.0,0.0,0.0,21.649717514124294,38.75720930232558,0.0,,17.66751398068124,19.678321678321677,0.0,0.0,,0.0,0.0,0.0,,0.0,,21.102797202797202,,0.0,,,21.102797202797202,0.0,,0.0,,21.102797202797202,,,,,0.0,,,,,0.0,,,,,18.90652557319224,,,,,0.0,
2008-05-27,7.468085106382979,36.31515151515151,29.263351749539595,17.015873015873016,38.79365079365079,62.98107255520503,18.665704492152265,11.762552160452282,2.6538461538461537,59.58923814597762,5.636363636363637,15.919655667144907,0.0,29.025270758122744,0.0,20.605678233438486,17.894117647058824,0.0,31.151748251748252,0.0,0.0,0.0,0.0,18.604737854737856,18.72340425531915,0.0,0.0,0.0,17.944444444444446,0.0,28.816666666666666,18.804123711340207,0.0,29.048951048951047,0.0,0.0,0.0,0.0,26.35767195767196,0.0,0.0,28.025000000000002,0.0,31.12146892655367,38.75720930232558,0.0,,0.0,29.048951048951047,0.0,0.0,,0.0,17.348885682219017,0.0,,0.0,,31.151748251748252,,13.865384615384615,,,31.151748251748252,0.0,,0.0,,31.151748251748252,,,,,18.604737854737856,,,,,18.604737854737856,,,,,24.578483245149915,,,,,17.348885682219017,
2008-05-26,8.40159574468085,37.35272727272727,51.698588090853285,19.142857142857142,21.82142857142857,51.529968454258665,20.998917553671298,19.247812626194644,3.5384615384615383,64.77091102823654,3.757575757575758,10.892395982783357,0.0,31.44404332129964,0.0,0.0,0.0,0.0,34.16643356643357,0.0,83.47122302158273,0.0,0.0,31.334295334295337,0.0,0.0,0.0,0.0,30.222222222222225,0.0,0.0,0.0,0.0,31.860139860139856,0.0,0.0,0.0,37.480314960629926,32.44021164021164,0.0,0.0,0.0,0.0,33.82768361581921,62.51162790697674,0.0,,0.0,31.860139860139856,0.0,0.0,,0.0,29.219175885842557,0.0,,27.107438016528924,,34.16643356643357,,0.0,,,34.16643356643357,0.0,,0.0,,34.16643356643357,,,,,31.334295334295337,,,,,31.334295334295337,,,,,30.250440917107586,,,,,29.219175885842557,
2008-05-25,10.268617021276597,28.014545454545456,31.21424186617557,22.333333333333332,52.12896825396825,60.69085173501576,74.66281796860906,0.0,4.423076923076923,64.77091102823654,0.0,5.865136298421808,0.0,37.49097472924188,0.0,79.84700315457413,0.0,0.0,40.1958041958042,0.0,0.0,0.0,0.0,37.20947570947571,0.0,0.0,0.0,0.0,35.88888888888889,35.214285714285715,0.0,0.0,0.0,37.48251748251748,0.0,0.0,0.0,0.0,38.522751322751326,0.0,0.0,0.0,0.0,40.59322033898305,37.50697674418605,0.0,,0.0,37.48251748251748,0.0,0.0,,0.0,34.69777136443803,29.44144144144144,,0.0,,40.1958041958042,,0.0,,,40.1958041958042,0.0,,0.0,,40.1958041958042,,,,,37.20947570947571,,,,,37.20947570947571,,,,,35.92239858906526,,,,,34.69777136443803,
2008-05-24,9.335106382978724,20.75151515151515,52.67403314917127,21.26984126984127,0.0,45.80441640378548,23.33213061519033,0.0,3.5384615384615383,40.58977091102823,0.0,14.24390243902439,0.0,35.07220216606498,38.54545454545455,56.66561514195583,49.20882352941177,0.0,38.18601398601399,0.0,46.64568345323741,0.0,0.0,0.0,0.0,0.0,0.0,39.15584415584416,0.0,33.360902255639104,0.0,0.0,0.0,35.60839160839161,0.0,0.0,0.0,0.0,36.4952380952381,0.0,0.0,0.0,0.0,37.887005649717516,35.006511627906974,0.0,,0.0,35.60839160839161,0.0,0.0,,0.0,0.0,0.0,,0.0,,38.18601398601399,,0.0,,,38.18601398601399,0.0,,0.0,,38.18601398601399,,,,,0.0,,,,,0.0,,,,,34.03174603174603,,,,,0.0,
2008-05-23,5.601063829787234,29.052121212121214,33.165131982811545,12.761904761904763,30.30753968253968,35.498422712933746,13.999278369114199,0.0,2.6538461538461537,56.998401704848156,2.8181818181818183,26.812051649928264,0.0,21.768953068592058,0.0,23.181388012618296,20.13088235294118,0.0,23.112587412587413,0.0,0.0,0.0,0.0,21.542328042328045,0.0,0.0,0.0,0.0,20.77777777777778,40.774436090225564,0.0,0.0,0.0,21.55244755244755,0.0,0.0,0.0,0.0,22.302645502645504,0.0,0.0,0.0,0.0,23.002824858757062,0.0,0.0,,0.0,21.55244755244755,0.0,23.947058823529414,,0.0,20.088183421516757,0.0,,0.0,,23.112587412587413,,0.0,,,23.112587412587413,0.0,,0.0,,23.112587412587413,,,,,21.542328042328045,,,,,21.542328042328045,,,,,20.797178130511465,,,,,20.088183421516757,
2008-05-22,5.601063829787234,29.052121212121214,27.312461632903624,11.698412698412698,20.609126984126984,38.93375394321766,0.0,11.762552160452282,1.7692307692307692,42.316995205114544,4.696969696969697,15.081779053084649,0.0,20.55956678700361,0.0,42.49921135646688,0.0,0.0,21.102797202797202,0.0,52.78327338129497,0.0,19.24801632282929,0.0,0.0,0.0,0.0,22.840909090909093,0.0,37.99436090225564,0.0,0.0,0.0,19.678321678321677,0.0,21.5,0.0,24.251968503937007,20.27513227513228,0.0,0.0,0.0,0.0,21.649717514124294,40.007441860465114,0.0,,0.0,19.678321678321677,0.0,0.0,,0.0,0.0,0.0,,0.0,,21.102797202797202,,0.0,,,21.102797202797202,0.0,,0.0,,21.102797202797202,,,,,0.0,,,,,0.0,,,,,18.90652557319224,,,,,0.0,
2008-05-21,0.0,17.63878787878788,56.57581338244322,0.0,33.94444444444444,57.25552050473185,25.665343676709366,23.525104320904564,0.0,54.407565263718695,1.878787878787879,14.24390243902439,4.542124542124542,0.0,0.0,52.80205047318612,17.894117647058824,0.0,0.0,0.0,25.777877697841728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.333333333333332,0.0,0.0,0.0,20.0,0.0,0.0,23.1496062992126,0.0,0.0,0.0,0.0,0.0,0.0,38.75720930232558,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,13.865384615384615,,,0.0,0.0,,0.0,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,
2008-05-20,14.936170212765958,21.78909090909091,40.96869244935544,34.03174603174603,25.458333333333332,18.321766561514192,12.832671838354683,11.762552160452282,6.192307692307692,51.81672882258923,1.878787878787879,19.271162123385942,1.8168498168498168,56.841155234657045,0.0,50.22634069400631,0.0,19.93791574279379,60.29370629370629,0.0,24.550359712230218,0.0,0.0,55.81421356421357,0.0,20.14,0.0,20.66558441558442,53.833333333333336,17.607142857142858,0.0,0.0,0.0,56.22377622377622,0.0,0.0,0.0,44.09448818897638,57.78412698412699,0.0,0.0,0.0,0.0,60.889830508474574,46.25860465116279,0.0,,0.0,56.22377622377622,0.0,0.0,,0.0,52.04665704665705,0.0,,0.0,,60.29370629370629,,0.0,,,60.29370629370629,0.0,,0.0,,60.29370629370629,,,,,55.81421356421357,,,,,55.81421356421357,,,,,53.883597883597886,,,,,52.04665704665705,
2008-05-19,7.468085106382979,24.901818181818182,55.600368324125235,17.015873015873016,13.335317460317459,56.11041009463721,18.665704492152265,11.762552160452282,2.6538461538461537,69.08897176345232,1.878787878787879,30.163558106169297,4.542124542124542,29.025270758122744,0.0,20.605678233438486,0.0,0.0,31.151748251748252,0.0,25.777877697841728,20.045454545454547,0.0,28.39670514670515,0.0,0.0,0.0,0.0,27.388888888888893,17.607142857142858,0.0,0.0,0.0,29.048951048951047,0.0,0.0,0.0,0.0,26.35767195767196,0.0,0.0,0.0,18.75,31.12146892655367,66.26232558139534,0.0,,0.0,29.048951048951047,0.0,0.0,,0.0,26.479878146544817,0.0,,0.0,,31.151748251748252,,0.0,,,31.151748251748252,0.0,,0.0,,31.151748251748252,,,,,28.39670514670515,,,,,28.39670514670515,,,,,24.578483245149915,,,,,26.479878146544817,
2008-05-18,8.40159574468085,23.864242424242423,58.52670349907919,20.206349206349206,23.033730158730158,32.06309148264984,0.0,20.317135549872123,3.5384615384615383,66.49813532232285,3.757575757575758,18.43328550932568,0.0,32.65342960288809,0.0,0.0,0.0,0.0,35.17132867132867,30.0,0.0,0.0,32.080027204715485,48.95983645983647,0.0,0.0,0.0,0.0,47.22222222222223,0.0,0.0,0.0,0.0,32.79720279720279,0.0,0.0,0.0,38.58267716535433,44.60529100529101,0.0,0.0,0.0,0.0,35.18079096045198,32.50604651162791,0.0,,0.0,32.79720279720279,0.0,0.0,,0.0,45.65496232162899,0.0,,27.954545454545453,,35.17132867132867,,0.0,,,35.17132867132867,0.0,,0.0,,35.17132867132867,,,,,48.95983645983647,,,,,48.95983645983647,,,,,41.59435626102293,,,,,45.65496232162899,
2008-05-17,8.40159574468085,14.526060606060607,49.74769797421732,20.206349206349206,23.033730158730158,0.0,32.664982861266466,20.317135549872123,3.5384615384615383,69.08897176345232,3.757575757575758,33.51506456241033,3.6336996336996337,32.65342960288809,0.0,0.0,0.0,0.0,35.17132867132867,30.857142857142854,0.0,0.0,0.0,32.31349206349206,0.0,0.0,0.0,55.47077922077923,31.166666666666668,0.0,0.0,0.0,0.0,32.79720279720279,0.0,0.0,0.0,38.58267716535433,33.453968253968256,0.0,0.0,0.0,0.0,35.18079096045198,33.75627906976744,0.0,,58.5236400610066,32.79720279720279,0.0,0.0,,0.0,30.132275132275137,0.0,,0.0,,35.17132867132867,,0.0,,,35.17132867132867,0.0,,0.0,,35.17132867132867,,,,,32.31349206349206,,,,,32.31349206349206,,,,,31.195767195767196,,,,,30.132275132275137,
2008-05-16,5.601063829787234,30.08969696969697,50.723143032535305,12.761904761904763,42.43055555555555,13.741324921135643,13.999278369114199,12.831875084129763,1.7692307692307692,53.543953116675546,1.878787878787879,22.622668579626975,1.8168498168498168,20.55956678700361,0.0,55.37776025236593,0.0,0.0,22.107692307692307,18.857142857142858,27.005395683453237,0.0,0.0,20.563131313131315,0.0,22.26,0.0,0.0,19.833333333333336,19.460526315789476,31.849999999999998,0.0,0.0,20.615384615384613,0.0,0.0,0.0,0.0,21.28888888888889,0.0,0.0,0.0,0.0,21.649717514124294,30.005581395348834,0.0,,17.66751398068124,20.615384615384613,0.0,0.0,,0.0,19.175084175084177,16.27027027027027,,17.789256198347108,,22.107692307692307,,0.0,,,22.107692307692307,0.0,,0.0,,22.107692307692307,,,,,20.563131313131315,,,,,20.563131313131315,,,,,19.851851851851855,,,,,19.175084175084177,
2008-05-15,4.667553191489362,30.08969696969697,43.89502762430939,11.698412698412698,38.79365079365079,42.36908517350157,48.9974742918997,0.0,1.7692307692307692,65.6345231752797,0.0,21.784791965566715,1.8168498168498168,19.350180505415164,0.0,0.0,0.0,0.0,20.0979020979021,34.285714285714285,0.0,0.0,0.0,18.604737854737856,0.0,0.0,0.0,20.66558441558442,17.944444444444446,35.214285714285715,28.816666666666666,0.0,0.0,18.74125874125874,0.0,0.0,0.0,0.0,19.261375661375663,0.0,0.0,0.0,0.0,20.296610169491526,18.753488372093024,0.0,,0.0,18.74125874125874,0.0,0.0,,0.0,17.348885682219017,0.0,,16.09504132231405,,20.0979020979021,,13.205128205128204,,,20.0979020979021,0.0,,0.0,,20.0979020979021,,,,,18.604737854737856,,,,,18.604737854737856,,,,,17.96119929453263,,,,,17.348885682219017,
2008-05-14,4.667553191489362,16.60121212121212,64.37937384898711,11.698412698412698,13.335317460317459,66.41640378548894,18.665704492152265,11.762552160452282,1.7692307692307692,48.362280234416616,2.8181818181818183,12.568149210903874,0.0,19.350180505415164,21.266457680250785,0.0,0.0,0.0,20.0979020979021,17.142857142857142,0.0,0.0,0.0,18.604737854737856,17.78723404255319,0.0,23.627634660421545,20.66558441558442,17.944444444444446,17.607142857142858,0.0,18.804123711340207,24.87272727272727,18.74125874125874,19.047619047619047,0.0,0.0,0.0,19.261375661375663,0.0,0.0,0.0,0.0,20.296610169491526,37.50697674418605,0.0,,0.0,18.74125874125874,0.0,0.0,,0.0,17.348885682219017,0.0,,24.566115702479337,,20.0979020979021,,0.0,,,20.0979020979021,0.0,,0.0,,20.0979020979021,,,,,18.604737854737856,,,,,18.604737854737856,,,,,17.96119929453263,,,,,17.348885682219017,
2008-05-13,10.268617021276597,24.901818181818182,46.821362799263355,22.333333333333332,25.458333333333332,30.9179810725552,12.832671838354683,0.0,4.423076923076923,50.08950452850293,1.878787878787879,21.784791965566715,1.8168498168498168,37.49097472924188,0.0,60.52917981072555,0.0,0.0,40.1958041958042,0.0,24.550359712230218,0.0,0.0,28.39670514670515,0.0,0.0,0.0,20.66558441558442,27.388888888888893,35.214285714285715,0.0,0.0,0.0,37.48251748251748,0.0,0.0,0.0,0.0,32.44021164021164,0.0,0.0,0.0,0.0,40.59322033898305,18.753488372093024,0.0,,16.56329435688866,37.48251748251748,0.0,0.0,,0.0,26.479878146544817,0.0,,16.09504132231405,,40.1958041958042,,0.0,,,40.1958041958042,0.0,,0.0,,40.1958041958042,,,,,28.39670514670515,,,,,28.39670514670515,,,,,30.250440917107586,,,,,26.479878146544817,
2008-05-12,4.667553191489362,33.20242424242424,49.74769797421732,11.698412698412698,13.335317460317459,24.047318611987375,24.49873714594985,11.762552160452282,1.7692307692307692,52.68034096963239,1.878787878787879,18.43328550932568,0.0,19.350180505415164,0.0,20.605678233438486,0.0,0.0,20.0979020979021,17.142857142857142,24.550359712230218,19.090909090909093,0.0,18.604737854737856,0.0,0.0,0.0,0.0,17.944444444444446,35.214285714285715,0.0,0.0,26.18181818181818,18.74125874125874,0.0,0.0,0.0,22.04724409448819,19.261375661375663,0.0,21.578947368421055,0.0,0.0,20.296610169491526,37.50697674418605,0.0,,33.12658871377732,18.74125874125874,0.0,0.0,,0.0,17.348885682219017,14.72072072072072,,0.0,,20.0979020979021,,0.0,,,20.0979020979021,0.0,,0.0,,20.0979020979021,,,,,18.604737854737856,,,,,18.604737854737856,,,,,17.96119929453263,,,,,17.348885682219017,
2008-05-11,17.736702127659576,34.24,55.600368324125235,40.41269841269841,23.033730158730158,21.757097791798103,0.0,20.317135549872123,7.076923076923077,68.22535961640916,3.757575757575758,15.081779053084649,3.6336996336996337,67.72563176895308,0.0,36.05993690851735,0.0,0.0,72.35244755244756,30.857142857142854,44.19064748201439,0.0,32.9965994105645,66.58537758537759,0.0,0.0,0.0,0.0,64.22222222222223,0.0,0.0,0.0,0.0,67.46853146853147,0.0,0.0,0.0,0.0,68.93544973544974,0.0,0.0,0.0,0.0,71.71468926553672,33.75627906976744,0.0,,29.81392984239959,67.46853146853147,0.0,0.0,,0.0,62.09074875741543,0.0,,0.0,,72.35244755244756,,0.0,,,72.35244755244756,0.0,,0.0,,72.35244755244756,,,,,66.58537758537759,,,,,66.58537758537759,,,,,64.28218694885362,,,,,62.09074875741543,
