,ozone,discover,clothes,ozone.1,headache,smoke,cough,chest pain,ozone.2,shoes,lung cancer,traffic,copd,ozone.3,code red,haze,shortness of breath,inhaler,ozone.4,air pollution,coughing,respiratory infection,smog,ozone.5,power plants,lung disease,arrhythmia,code orange,ozone.6,sulfate,no2,heart murmur,chest tightness,ozone.7,cardiovascular disease,irregular heartbeat,o3,snoring,ozone.8,tailpipe,organic carbon,nitrogen dioxide,rapid heart rate,ozone.9,asthma,rapid breathing,inhaler use,bronchitis,ozone.10,difficulty breathing,soot,throat irritation,chronic obstructive pulmonary disease,ozone.11,wheezing,air pollutant,wildfires,respiratory illness,ozone.12,premature death,bronchiolitis,black carbon,smoggy,ozone.13,asthma attack,particulate matter,pm2.5,air pollution alert,ozone.14,childhood asthma,elemental carbon,fine inhalable particles,fine particles,ozone.15,fine particulates,industrial pollution,lung irritation,n02,ozone.16,nitrogen oxides,oxides of nitrogen,traffic emission,particle pollution,ozone.17,particulate matter pollution,pediatric asthma,pm5,rapid pulse,ozone.18,traffic exposure
2007-04-15,0.0,11.384541530550388,38.901750207179084,0.0,0.0,63.567839754151464,24.086779513698744,13.885179170865396,0.0,63.65478637388087,4.3512977910967185,18.162204140845517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.361546740688045,,0.0,0.0,0.0,0.0,0.0,15.733746130030958,0.0,21.39532602565045,0.0,21.257826887661142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,27.34706755458897,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,
2007-04-14,0.0,34.153624591651166,42.05594616992333,0.0,27.274770232504537,34.76366236555158,25.939608707060184,14.95326987631658,0.0,76.17703943103776,0.0,19.373017750235217,4.295830055074744,0.0,0.0,20.409401100161844,0.0,0.0,0.0,39.1764705882353,0.0,,0.0,0.0,0.0,0.0,27.353836340441042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.54766575127501,,,,0.0,20.314964469123236,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,
2007-04-13,10.31439740932766,19.92294767846318,22.07937173920975,9.213912620966106,8.766890431876458,18.871702427013716,0.0,9.612816349060658,5.501302083333334,46.958448964338345,0.0,25.42708579718372,3.221872541306058,26.85426113141038,0.0,13.238530443348225,0.0,20.09958021046982,24.94378295679336,0.0,15.078738875779797,,0.0,25.032077402506,26.385752861000384,0.0,18.482321851649353,0.0,30.65566984959633,0.0,0.0,0.0,0.0,36.38033473232702,0.0,0.0,0.0,18.43690179120804,25.67963410158316,0.0,,,,21.848921455257543,27.34706755458897,,,0.0,26.921447701922,,0.0,,,11.936723938541965,0.0,,0.0,,24.94378295679336,,0.0,,,24.94378295679336,0.0,,,,24.94378295679336,,,,,39.777991569741985,,,,,36.87699200492875,,,,,40.21822567268529,,,,,36.25345824825337,
2007-04-12,0.0,10.435829736337856,32.593358281690584,0.0,0.0,21.851444915489566,8.337731370126487,0.0,0.0,56.35013875720601,3.2634733433225387,19.373017750235217,3.221872541306058,0.0,0.0,0.0,0.0,18.491613793632233,0.0,0.0,0.0,,0.0,0.0,0.0,12.407149737771594,0.0,10.96594427244582,0.0,14.473308782057659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.961949647911396,0.0,0.0,,,,0.0,31.253791490958825,,,0.0,0.0,,0.0,,,0.0,7.472968378102685,,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,
2007-04-11,5.730220782959811,23.717794855313308,26.284966356202084,0.0,0.0,29.7974248847585,15.749048143572255,0.0,2.2005208333333335,58.43718093339883,3.2634733433225387,13.318949703286712,5.369787568843431,15.967398510568334,0.0,12.135319573069205,0.0,18.491613793632233,14.831438514850106,0.0,0.0,,0.0,14.88393791500357,0.0,0.0,0.0,0.0,18.227695586246465,28.317343269243246,0.0,0.0,0.0,16.00734728222389,0.0,0.0,0.0,0.0,15.268971627968366,0.0,,,,9.988078379546305,12.50151659638353,,,0.0,16.00734728222389,,23.7896566710126,,,6.820985107738266,0.0,,0.0,,14.831438514850106,,0.0,,,14.831438514850106,0.0,,,,14.831438514850106,,,,,17.502316290686473,,,,,16.22587648216865,,,,,17.69601929598153,,,,,15.951521629231483,
2007-04-10,0.0,10.435829736337856,31.5419596274425,0.0,8.766890431876458,16.885207434696483,8.337731370126487,9.612816349060658,0.0,50.08901222862757,2.1756488955483593,23.00545857840432,0.0,0.0,0.0,0.0,14.192640331870292,0.0,0.0,0.0,14.450458089288972,,0.0,0.0,0.0,0.0,16.26444322945143,10.96594427244582,0.0,14.473308782057659,42.11788211788212,14.380294659300185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,30.472446703684852,,,15.681591235813583,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,
2007-04-09,6.876264939551772,16.12810050161305,24.182169047705916,9.213912620966106,0.0,26.81768239628265,8.337731370126487,28.838449047181978,0.0,48.00197005243475,3.2634733433225387,39.95684910986014,3.221872541306058,16.693189351957802,0.0,0.0,0.0,0.0,15.505594810979657,24.352941176470587,0.0,,0.0,15.560480547503731,0.0,0.0,0.0,0.0,19.05622720380312,14.473308782057659,14.245754245754245,0.0,0.0,0.0,0.0,0.0,0.0,16.961949647911396,15.963015792876018,10.28638681836014,,,,0.0,25.78437798004103,,,0.0,16.734953976870433,,0.0,,,7.673608246205549,0.0,,0.0,,15.505594810979657,,0.0,,,15.505594810979657,14.295983086680762,,,,15.505594810979657,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,
2007-04-08,22.920883131839243,18.974235884250646,31.5419596274425,32.76057820787949,15.585582990002592,31.783919877075732,29.64526709378307,0.0,9.90234375,75.13351834294136,0.0,21.79464496901462,0.0,60.240639835325986,0.0,23.167428275859393,0.0,0.0,55.954972578752674,44.470588235294116,0.0,,63.888739660371286,56.153038497513464,0.0,0.0,0.0,0.0,68.76812425720257,26.42952038462703,0.0,0.0,0.0,60.39135565566286,0.0,0.0,0.0,0.0,57.6056656873352,0.0,,,,36.20678412585536,0.0,,,0.0,60.39135565566286,,0.0,,,26.43131729248578,0.0,,0.0,,55.954972578752674,,0.0,,,55.954972578752674,0.0,,,,55.954972578752674,,,,,66.03146600577169,,,,,61.215806728181725,,,,,66.76225461665759,,,,,60.18074069210059,
2007-04-07,0.0,18.025524090038115,34.69615559018675,0.0,29.22296810625486,45.689384823296365,13.896218950210814,0.0,0.0,77.22056051913417,0.0,18.162204140845517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,28.525138228108524,0.0,0.0,0.0,0.0,24.541697500010812,0.0,0.0,21.106269328085464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,42.973963300068384,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,
2007-04-06,8.022309096143735,33.20491279743863,25.233567701954,11.261448758958576,10.715088305626782,43.70288983097913,10.19056056348793,0.0,3.30078125,62.611265285784455,0.0,30.270340234742527,0.0,21.047934400294622,0.0,15.99655761904577,17.895068244532105,0.0,19.55053258775696,30.705882352941178,0.0,,0.0,19.619736342504705,0.0,0.0,0.0,0.0,24.027416909143067,18.24895455129009,0.0,0.0,0.0,21.100594144749675,0.0,0.0,0.0,0.0,20.127280782321936,0.0,,,,12.485097974432882,15.626895745479413,,,19.601989044766977,21.100594144749675,,0.0,,,9.378854523140115,0.0,,0.0,,19.55053258775696,,0.0,,,19.55053258775696,0.0,,,,19.55053258775696,,,,,23.07123511045035,,,,,21.388655362858675,,,,,23.32657089015747,,,,,21.027005783986954,
2007-04-05,6.876264939551772,11.384541530550388,43.10734482417141,10.23768068996234,0.0,9.932474961586166,18.52829193361442,0.0,3.30078125,41.740843523856306,3.2634733433225387,42.378476328639536,0.0,18.870561876126214,0.0,0.0,0.0,0.0,17.528063699368307,0.0,0.0,,0.0,17.59010844500422,0.0,14.025473616611368,0.0,0.0,21.541822056473094,0.0,0.0,0.0,0.0,18.917774060810054,20.77173913043478,0.0,13.523219814241486,0.0,18.045148287598977,0.0,,,,11.236588176989594,14.06420617093147,,,0.0,18.917774060810054,,0.0,,,7.673608246205549,0.0,,0.0,,17.528063699368307,,0.0,,,17.528063699368307,16.160676532769557,,,,17.528063699368307,,,,,20.684555616265833,,,,,19.17603584256295,,,,,20.913477349796352,,,,,18.85179828909175,
2007-04-04,0.0,22.769083061100776,37.850351552931,9.213912620966106,9.74098936875162,18.871702427013716,8.337731370126487,0.0,3.30078125,51.13253331672397,3.2634733433225387,12.108136093897011,0.0,0.0,0.0,13.790135878487733,0.0,0.0,0.0,0.0,0.0,,0.0,16.913565812504057,0.0,0.0,0.0,11.919504643962847,0.0,31.463714743603603,0.0,0.0,0.0,18.19016736616351,0.0,0.0,0.0,18.43690179120804,0.0,11.180855237347979,,,,10.612333278267949,13.282861383657501,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,,19.888995784870993,,,,,18.438496002464376,,,,,20.109112836342646,,,,,18.126729124126683,
2007-04-03,0.0,17.076812295825583,56.775527329396496,0.0,0.0,27.810929892441266,0.0,9.612816349060658,0.0,58.43718093339883,0.0,27.848713015963124,3.221872541306058,0.0,0.0,13.790135878487733,0.0,0.0,0.0,0.0,15.707019662270621,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.731857371801802,0.0,15.630755064456721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,13.282861383657501,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,
2007-04-02,0.0,19.92294767846318,15.77097981372125,0.0,18.50787980062808,22.844692411648182,0.0,9.612816349060658,0.0,59.48070202149523,5.439122238870898,18.162204140845517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.707019662270621,,0.0,0.0,0.0,13.486032323664777,0.0,0.0,0.0,15.731857371801802,0.0,0.0,13.529659825695811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,40.62992893824647,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,
2007-04-01,11.460441565919622,44.589454327989024,39.95314886142717,0.0,0.0,29.7974248847585,27.79243790042163,0.0,4.401041666666667,76.17703943103776,4.3512977910967185,18.162204140845517,0.0,28.30584281418932,0.0,0.0,0.0,0.0,26.292095549052462,41.294117647058826,24.50295067314217,,30.020010201861208,26.385162667506325,0.0,0.0,0.0,0.0,32.31273308470964,0.0,24.155844155844157,24.383977900552487,0.0,28.37666109121508,0.0,0.0,0.0,0.0,27.067722431398465,0.0,,,,16.85488226548439,0.0,,,0.0,28.37666109121508,,0.0,,,11.936723938541965,0.0,,0.0,,26.292095549052462,,0.0,,,26.292095549052462,0.0,,,,26.292095549052462,,,,,31.026833424398745,,,,,28.764053763844423,,,,,31.37021602469453,,,,,28.277697433637627,
2007-03-31,0.0,23.717794855313308,26.284966356202084,0.0,0.0,30.790672380917115,13.896218950210814,0.0,0.0,56.35013875720601,0.0,43.58928993802924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.411764705882355,0.0,,0.0,0.0,0.0,0.0,30.31100783670494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.236518937581188,0.0,18.336602589250685,,,,0.0,22.658998830945148,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,
2007-03-30,0.0,11.384541530550388,42.05594616992333,10.23768068996234,9.74098936875162,28.804177388599882,17.601877336933697,10.680907054511843,3.30078125,46.958448964338345,3.2634733433225387,46.01091715680864,0.0,0.0,14.127620545073375,28.131877192114974,0.0,0.0,0.0,0.0,16.335300448761448,,20.013340134574136,17.59010844500422,0.0,0.0,0.0,0.0,0.0,15.731857371801802,0.0,0.0,0.0,18.917774060810054,0.0,0.0,0.0,0.0,0.0,0.0,,,,11.236588176989594,56.25682468372588,,,17.64179014029028,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,,20.684555616265833,,,,,19.17603584256295,,,,,20.913477349796352,,,,,18.85179828909175,
2007-03-29,0.0,21.820371266888245,17.873777122217415,0.0,13.637385116252268,17.8784549308551,12.969804353530092,9.612816349060658,0.0,80.35112378342339,10.878244477741797,25.42708579718372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.411764705882355,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.005524861878452,0.0,0.0,0.0,0.0,12.48297213622291,0.0,0.0,0.0,,,,0.0,25.78437798004103,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,
2007-03-28,6.876264939551772,5.692270765275194,21.027973084961666,9.213912620966106,8.766890431876458,22.844692411648182,8.337731370126487,0.0,3.30078125,63.65478637388087,0.0,14.529763312676412,3.221872541306058,16.693189351957802,0.0,0.0,0.0,19.295597002051025,15.505594810979657,50.82352941176471,0.0,,0.0,16.237023180003895,0.0,0.0,0.0,0.0,19.05622720380312,29.57589185898739,0.0,15.005524861878452,0.0,17.46256067151697,0.0,0.0,0.0,0.0,15.963015792876018,0.0,,,,10.612333278267949,25.78437798004103,,,24.502486305958723,16.734953976870433,,0.0,,,7.673608246205549,0.0,,6.550929368029741,,15.505594810979657,,0.0,,,15.505594810979657,14.917547568710361,,,,15.505594810979657,,,,,19.093435953476153,,,,,17.7009561623658,,,,,19.30474832288894,,,,,17.401659959161616,
2007-03-27,0.0,29.410065620588504,55.724128675148414,0.0,8.766890431876458,17.8784549308551,8.337731370126487,0.0,0.0,56.35013875720601,3.2634733433225387,19.373017750235217,0.0,0.0,24.995020964360588,12.686925008208714,0.0,0.0,0.0,24.352941176470587,0.0,,0.0,0.0,16.401954481162402,0.0,0.0,10.96594427244582,0.0,44.04920064104505,14.245754245754245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,25.00303319276706,,,15.681591235813583,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,
2007-03-26,6.876264939551772,10.435829736337856,42.05594616992333,9.213912620966106,17.533780863752916,17.8784549308551,0.0,9.612816349060658,3.30078125,52.176054404820384,0.0,9.686508875117608,0.0,17.418980193347274,0.0,13.238530443348225,0.0,37.78721079568326,16.179751107109208,0.0,0.0,,18.473852431914587,16.237023180003895,16.401954481162402,12.946591030718185,0.0,0.0,19.88475882135978,29.57589185898739,0.0,0.0,0.0,17.46256067151697,0.0,0.0,23.925696594427244,17.69942571955972,16.657059957783673,0.0,,,,9.988078379546305,25.78437798004103,,,0.0,17.46256067151697,,0.0,,,7.673608246205549,0.0,,0.0,,16.179751107109208,,0.0,,,16.179751107109208,14.917547568710361,,,,16.179751107109208,,,,,19.093435953476153,,,,,17.7009561623658,,,,,19.30474832288894,,,,,17.401659959161616,
2007-03-25,11.460441565919622,14.230676913187986,46.26154078691567,0.0,15.585582990002592,30.790672380917115,21.30753572365658,16.021360581767766,4.401041666666667,104.35210880964077,0.0,8.475695265727907,0.0,29.75742449696826,0.0,22.615822840719883,0.0,0.0,27.640408141311564,0.0,25.75951224612382,,0.0,27.738247932506653,0.0,22.117093010810233,0.0,0.0,33.969796319822954,50.97121788463784,0.0,0.0,0.0,29.83187448050816,0.0,0.0,21.325077399380806,0.0,28.455810761213773,0.0,,,,17.479137164206033,21.87765404367118,,,55.86566877758589,29.83187448050816,,0.0,,,12.789347077009248,0.0,,0.0,,27.640408141311564,,0.0,,,27.640408141311564,0.0,,,,27.640408141311564,,,,,32.617953087188425,,,,,30.239133444041574,,,,,32.97894505160194,,,,,29.72783576356776,
2007-03-24,11.460441565919622,18.974235884250646,57.826925983644585,16.380289103939745,30.197067043130023,30.790672380917115,14.822633546891534,0.0,5.501302083333334,78.26408160723058,0.0,10.89732248450731,0.0,29.75742449696826,0.0,0.0,25.299924069855738,32.963311545170505,27.640408141311564,0.0,25.75951224612382,,0.0,27.738247932506653,0.0,0.0,0.0,0.0,33.969796319822954,0.0,0.0,0.0,0.0,29.83187448050816,0.0,0.0,21.325077399380806,0.0,28.455810761213773,0.0,,,,18.10339206292768,0.0,,,0.0,29.83187448050816,,0.0,,,12.789347077009248,0.0,,0.0,,27.640408141311564,,0.0,,,27.640408141311564,0.0,,,,27.640408141311564,,,,,32.617953087188425,,,,,30.239133444041574,,,,,32.97894505160194,,,,,29.72783576356776,
2007-03-23,6.876264939551772,27.512642032163438,60.98112194638883,15.356521034943512,19.48197873750324,29.7974248847585,0.0,0.0,6.6015625,50.08901222862757,0.0,38.746035500470434,0.0,18.870561876126214,14.670990566037736,14.341741313627242,16.660925606978168,0.0,17.528063699368307,0.0,0.0,,0.0,26.385162667506325,18.54133984827054,0.0,0.0,0.0,21.541822056473094,16.361131666673874,0.0,16.25598526703499,0.0,38.563154816266646,0.0,0.0,13.523219814241486,0.0,18.045148287598977,0.0,,,,23.09743125270083,35.94186021460265,,,0.0,18.917774060810054,,0.0,,,8.526231384672831,0.0,,0.0,,17.528063699368307,,0.0,,,17.528063699368307,0.0,,,,17.528063699368307,,,,,42.164671063926505,,,,,39.08961152522448,,,,,42.63131921304641,,,,,38.42866574314857,
2007-03-22,20.62879481865532,11.384541530550388,27.336365010450166,18.42782524193221,0.0,36.750157357868815,8.337731370126487,0.0,3.30078125,62.611265285784455,0.0,25.42708579718372,0.0,52.98273142143129,13.040880503144654,27.028666321835956,0.0,19.295597002051025,49.213409617457174,0.0,15.078738875779797,,0.0,32.47404636000779,0.0,0.0,0.0,0.0,60.482808081635994,0.0,0.0,15.005524861878452,0.0,17.46256067151697,19.17391304347826,0.0,0.0,0.0,50.665224038258664,0.0,,,,10.612333278267949,19.533619681849267,,,0.0,53.11528870919746,,0.0,,,23.020824738616646,0.0,,0.0,,49.213409617457174,,0.0,,,49.213409617457174,0.0,,,,49.213409617457174,,,,,19.093435953476153,,,,,17.7009561623658,,,,,19.30474832288894,,,,,17.401659959161616,
2007-03-21,6.876264939551772,19.92294767846318,31.5419596274425,9.213912620966106,8.766890431876458,18.871702427013716,21.30753572365658,9.612816349060658,0.0,48.00197005243475,3.2634733433225387,14.529763312676412,4.295830055074744,17.418980193347274,0.0,27.028666321835956,0.0,19.295597002051025,16.179751107109208,26.47058823529412,30.78575853805042,,0.0,16.237023180003895,17.115082936865115,0.0,0.0,0.0,19.88475882135978,0.0,14.865134865134866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.657059957783673,0.0,,,,0.0,13.282861383657501,,,16.66169068805193,17.46256067151697,,24.82398956975228,,,7.673608246205549,0.0,,0.0,,16.179751107109208,,0.0,,,16.179751107109208,0.0,,,,16.179751107109208,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,
2007-03-20,14.898574035695507,8.538406147912792,46.26154078691567,0.0,0.0,14.89871244237925,13.896218950210814,0.0,6.6015625,34.43619590718145,0.0,19.373017750235217,3.221872541306058,37.74112375225243,0.0,0.0,0.0,20.903563418888613,35.05612739873661,0.0,16.335300448761448,,0.0,35.18021689000844,18.54133984827054,0.0,0.0,0.0,43.08364411294619,0.0,16.103896103896105,0.0,0.0,37.83554812162011,0.0,22.57671381936888,0.0,0.0,36.090296575197954,0.0,,,,22.473176353979188,28.12841234186294,,,0.0,37.83554812162011,,0.0,,,16.19983963087838,0.0,,0.0,,35.05612739873661,,0.0,,,35.05612739873661,0.0,,,,35.05612739873661,,,,,41.369111232531665,,,,,38.3520716851259,,,,,41.826954699592704,,,,,37.7035965781835,
2007-03-19,0.0,21.820371266888245,49.415736749659914,0.0,18.50787980062808,36.750157357868815,0.0,0.0,0.0,68.8723918143629,3.2634733433225387,23.00545857840432,0.0,0.0,0.0,13.238530443348225,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,17.74302897758338,0.0,0.0,15.10258307692973,0.0,0.0,0.0,0.0,0.0,0.0,12.48297213622291,17.69942571955972,0.0,0.0,,,,0.0,39.8485841509725,,,33.32338137610386,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,
2007-03-18,11.460441565919622,27.512642032163438,35.74755424443483,0.0,14.61148405312743,22.844692411648182,0.0,0.0,4.401041666666667,55.306617669109606,9.790420029967617,26.637899406573425,0.0,29.031633655578787,0.0,0.0,24.68285275107877,0.0,26.96625184518201,0.0,0.0,,0.0,27.061705300006487,0.0,21.577651717863642,0.0,0.0,33.1412647022663,0.0,0.0,0.0,0.0,29.10426778586162,0.0,0.0,0.0,29.499042865932864,27.761766596306117,0.0,,,,17.479137164206033,21.87765404367118,,,0.0,29.10426778586162,,0.0,,,12.789347077009248,14.011815708942535,,0.0,,26.96625184518201,,0.0,,,26.96625184518201,24.862579281183933,,,,26.96625184518201,,,,,31.822393255793585,,,,,29.501593603943,,,,,32.174580538148234,,,,,29.002766598602694,
2007-03-17,10.31439740932766,27.512642032163438,34.69615559018675,15.356521034943512,21.430176611253565,0.0,13.896218950210814,0.0,0.0,83.48168704771261,0.0,20.583831359624917,0.0,28.30584281418932,0.0,21.512611970440865,24.68285275107877,0.0,26.292095549052462,42.35294117647059,0.0,,0.0,26.385162667506325,0.0,0.0,0.0,0.0,32.31273308470964,0.0,0.0,25.009208103130756,0.0,0.0,0.0,33.86507072905332,0.0,29.499042865932864,27.067722431398465,0.0,,,,0.0,0.0,,,26.46268521043542,28.37666109121508,,0.0,,,11.936723938541965,0.0,,0.0,,26.292095549052462,,0.0,,,26.292095549052462,0.0,,,,26.292095549052462,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,
2007-03-16,6.876264939551772,35.1023363858637,32.593358281690584,10.23768068996234,14.61148405312743,18.871702427013716,9.26414596680721,0.0,0.0,69.91591290245931,3.2634733433225387,43.58928993802924,6.443745082612116,18.144771034736742,27.71187106918239,0.0,0.0,0.0,16.853907403238757,0.0,32.04232011103207,,19.24359628324436,16.913565812504057,0.0,0.0,0.0,0.0,20.713290438916438,15.731857371801802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.351104122691325,0.0,,,,0.0,14.06420617093147,,,0.0,18.19016736616351,,0.0,,,7.673608246205549,0.0,,0.0,,16.853907403238757,,0.0,,,16.853907403238757,0.0,,,,16.853907403238757,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,
2007-03-15,6.876264939551772,14.230676913187986,41.00454751567525,18.42782524193221,0.0,27.810929892441266,17.601877336933697,0.0,4.401041666666667,58.43718093339883,5.439122238870898,18.162204140845517,0.0,18.144771034736742,0.0,20.409401100161844,0.0,0.0,16.853907403238757,0.0,0.0,,0.0,24.35553477000584,0.0,12.946591030718185,0.0,0.0,20.713290438916438,0.0,0.0,0.0,0.0,26.19384100727546,19.17391304347826,0.0,0.0,0.0,17.351104122691325,0.0,,,,15.606372468041101,19.533619681849267,,,16.66169068805193,18.19016736616351,,0.0,,,7.673608246205549,0.0,,0.0,,16.853907403238757,,0.0,,,16.853907403238757,0.0,,,,16.853907403238757,,,,,28.64015393021423,,,,,26.551434243548698,,,,,28.95712248433341,,,,,26.102489938742423,
2007-03-14,6.876264939551772,5.692270765275194,49.415736749659914,9.213912620966106,8.766890431876458,27.810929892441266,8.337731370126487,9.612816349060658,0.0,65.74182855007368,5.439122238870898,27.848713015963124,0.0,17.418980193347274,0.0,39.715591330044674,0.0,0.0,16.179751107109208,25.411764705882355,0.0,,0.0,16.237023180003895,17.115082936865115,12.946591030718185,0.0,0.0,19.88475882135978,30.20516615385946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.657059957783673,0.0,,,,0.0,39.8485841509725,,,0.0,17.46256067151697,,0.0,,,7.673608246205549,0.0,,0.0,,16.179751107109208,,0.0,,,16.179751107109208,0.0,,,,16.179751107109208,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,
2007-03-13,0.0,14.230676913187986,60.98112194638883,9.213912620966106,8.766890431876458,17.8784549308551,0.0,9.612816349060658,3.30078125,58.43718093339883,3.2634733433225387,24.216272187794022,5.369787568843431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,16.913565812504057,17.115082936865115,13.486032323664777,0.0,0.0,0.0,0.0,0.0,15.005524861878452,0.0,18.19016736616351,0.0,0.0,0.0,36.13632751076776,0.0,0.0,,,,10.612333278267949,13.282861383657501,,,16.66169068805193,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,,19.888995784870993,,,,,18.438496002464376,,,,,20.109112836342646,,,,,18.126729124126683,
2007-03-12,0.0,16.12810050161305,64.13531790913308,0.0,8.766890431876458,26.81768239628265,8.337731370126487,9.612816349060658,0.0,65.74182855007368,4.3512977910967185,25.42708579718372,3.221872541306058,0.0,13.040880503144654,13.238530443348225,14.80971165064726,0.0,0.0,0.0,15.078738875779797,,0.0,0.0,17.115082936865115,0.0,0.0,0.0,0.0,15.10258307692973,0.0,0.0,12.988473432667979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,15.681591235813583,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,
2007-03-11,0.0,13.281965118975453,50.467135403908,0.0,0.0,22.844692411648182,13.896218950210814,0.0,0.0,82.4381659596162,4.3512977910967185,18.162204140845517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.35294117647059,25.131231459632993,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.170971794882885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.499042865932864,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,
2007-03-10,10.31439740932766,13.281965118975453,59.92972329214075,15.356521034943512,0.0,51.648869800248065,13.896218950210814,16.021360581767766,0.0,73.04647616674853,0.0,13.318949703286712,13.961447678992918,28.30584281418932,0.0,0.0,0.0,31.355345128332917,26.292095549052462,0.0,24.50295067314217,,0.0,26.385162667506325,0.0,0.0,0.0,0.0,32.31273308470964,24.541697500010812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.067722431398465,0.0,,,,0.0,0.0,,,0.0,28.37666109121508,,40.33898305084745,,,11.936723938541965,0.0,,0.0,,26.292095549052462,,0.0,,,26.292095549052462,0.0,,,,26.292095549052462,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,
